"SPECIES","GENUS","EPITHET","AUTHOR","COUNTRY","DEPARTAMENTO","MUNICIPIO","LOCALIDAD","LATITUD","LONGITUD","ALTURA","HABITAT"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","Francisco Morazán","","Along junction of Jicarito and Gallo creeks",14.017914,-86.998998,"1000","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","Francisco Morazán","","Quebrada El Naranja, ca. 4 Km al SE del Zamorano.",14.017914,-86.998998,"","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","Francisco Morazán","","Quebrada El Naranjo, ca. 4 Km al SE del Zamorano.",14.017914,-86.998998,"","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Francisco Morazán","","Rio Yeguare",14.03002778,-86.97975,"1380","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","El Paraíso","","Las Mesas",14.02348611,-86.94382778,"900","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","El Paraíso","","Las Mesas",13.969128,-86.86682,"900","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","El Paraíso","","Danli",14.033333,-86.583333,"","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","El Paraíso","","Volcancitos",13.81771111,-86.5377,"900","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Cortés","Santa Cruz de Yojoa","Pena Blanca",14.97279167,-88.030225,"490","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Santa Bárbara","","Lake Yojoa",14.83216111,-87.95926389,"630","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Atlántida","La Ceiba","On the mountain slopes and coastal plains, vicinity of La Ceiba, collected June-August 1938. Along Danto river, slopes of Mt. Cangrejal. ",15.72444,-86.76722,"700 - 1200 f","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","Olancho","","A 13km al SW de Culmi camino a Catacamas",14.912201,-85.702876,"480","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Olancho","Dulce Nombre de Culmi","Dulce Nombre de Culmi",15.07523611,-85.55606667,"480","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","Francisco Morazán","","Slopes of La Montañita",14.064311,-87.405625,"1530","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","El Paraíso","","Escuela Fco. Morazán",13.93795833,-86.849975,"900","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Cortés","","Peña Blanca",14.97279167,-88.030225,"-9999","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Cortés","Santa Cruz de Yojoa","Pena Blanca",14.97279167,-88.030225,"490","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","Intibucá","","A 15 km al NE de la Esperanza, camino a Siguatepeque",14.344897,-88.048648,"1940","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","La Paz","","Quilito",14.11440833,-87.83902778,"2100","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Francisco Morazán","","Reserva BIologica de Uyuca",14.03129167,-87.06966389,"1800","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1670","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Francisco Morazán","","Cerro Uyuca",14.03129167,-87.06966389,"1900","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Atlántida","","Pico Bonito",15.63425833,-86.87297778,"140","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras (HN)","El Paraíso","Morocelí","Quebrada Güisisire (Quebrada Honda) +/-7 km al N de Morocelí por el camino hacia Mata de Plátano",14.126211,-86.821698,"830","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Copán","Santa Rosa de Copán","11 km north of Santa Rosa de Copán. Thickets along highway bordering coffee finca ",14.83777,-88.785,"","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Comayagua","Siguatepeque","Barranco El Socorro",14.64741667,-87.92719444,"1500","Epiphyte"
"Epidendrum ciliare","Epidendrum","ciliare","L.","Honduras","Comayagua","","Near El Achote, hills above the plains of Siguatepeque.",14.606383,-87.89374,"1350","Epiphyte"
"Trichosalpinx ciliaris","Trichosalpinx","ciliaris","(Lindl.) L. O. Williams","Honduras","Comayagua","Siguatepeque","Siguatepeque",14.60773611,-87.88429722,"-9999","Epiphyte"
"Trichosalpinx ciliaris","Trichosalpinx","ciliaris","(Lindl.) L. O. Williams","Honduras","Cortés","Santa Cruz de Yojoa","Lago de Yojoa",14.99319444,-87.88005556,"1100","Epiphyte"
"Stelis ciliaris","Stelis","ciliaris","Lindl.","Honduras","Comayagua","Siguatepeque","Barranco de Trincheras",14.73741667,-87.77094444,"1300","Epiphyte"
"Trichosalpinx ciliaris","Trichosalpinx","ciliaris","(Lindl.) L. O. Williams","Honduras","Francisco Morazán","","Agalteca",14.42943611,-87.33226667,"1616","Epiphyte"
"Trichosalpinx ciliaris","Trichosalpinx","ciliaris","(Lindl.) Luer","Honduras","Francisco Morazán","","",13.92310278,-87.17747778,"1000","Epiphyte"
"Dichromanthus cinnabarinus","Dichromanthus","cinnabarinus"," (La Llave & Lex.) Garay","Honduras","Francisco Morazán","","Montaña de La Flor",14.94210278,-87.16221389,"1100","Terrestrial"
"Acianthera circumplexa","Acianthera","circumplexa","Lindl.","Honduras","Francisco Morazán","Distrito Central","Between Cuesta de Los Muertos [cerro de los Muertos] and Monte Obscuro near La Montañita. ",14.05277,-87.105,"1500 m","Epiphyte"
"Stanhopea cirrhata","Stanhopea","cirrhata","Lindl.","Honduras","Francisco Morazán","Tatumbla","Tatumbla",14.01199444,-87.09414722,"800","Epiphyte"
"Stanhopea cirrhata","Stanhopea","cirrhata","Lindl.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"1600","Epiphyte"
"Stelis cleistogama","Stelis","cleistogama","Schltr.","Honduras","Francisco Morazán","","Cerro Uyuca",14.014,-87.08119444,"0","Epiphyte"
"Stelis cleistogama","Stelis","cleistogama","Schltr.","Honduras","Francisco Morazán","","Cuesta de Los Muertos",14.03129167,-87.06966389,"1500","Epiphyte"
"Stelis cleistogama","Stelis","cleistogama","Schltr.","Honduras","Francisco Morazán","","Between Cuesta da Los Muertos and Monte Obscuro near La Montañita.",14.004309,-86.987461,"","Epiphyte"
"Stelis cleistogama","Stelis","cleistogama","Schltr.","Honduras","El Paraíso","","Quebrada Tapahuasca",13.733,-86.917,"1300","Epiphyte"
"Stelis cleistogama","Stelis","cleistogama","Schltr.","Honduras","Francisco Morazán","","La Torre",14.48465278,-86.82051111,"1400","Epiphyte"
"Stelis cleistogama","Stelis","cleistogama","Schltr.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Epidendrum clowesii","Epidendrum","clowesii","Bateman ex Lindl.","Honduras","Olancho","","",14.819222,-86.619143,"","Epiphyte"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Olancho","","La Chorrera",15.00148333,-85.92878611,"900","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Copán","San Antonio","On south slope of Cerro Azul directly north and above Quebrada Grande. 12 km northeast of Florida. Cerro Azul National Park. La Meseta. Dense mixed hardwood forest ",15.1,-88.9166667,"1450 - 1780 m","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Cortés","","Parque Nacional de Cusuco",15.49551667,-88.21235,"1550","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Olancho","","Refugio de Vida Silvestre de La Muralla",15.087775,-86.69814722,"1400","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Olancho","","Trail between La Chorrera campsite and 1,900 m camp on ridge. Transition zone between composed of diverse hardwood trees 30-40 m tall.",14.98333,-88.93333,"1800 m","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Intibucá","La Esperanza","Quebrada El Huise",14.29221111,-88.16039167,"1800","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Intibucá","","Quebrada El Huise [Güise, Guese], 9 km al este de La Esperanza ",14.3,-88.08333,"1800 m","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Santa Bárbara","","Cerro Santa Bárbara",14.9,-88.08333,"4200 f","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Intibucá","","Pela Nariz",14.35475278,-88.07573889,"2100","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Cortés","Santa Cruz de Yojoa","Agua Azul Sierra",14.91266667,-87.97244444,"300","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Comayagua","Siguatepeque","Near El Achote [Achiote] hills above plains of Siguatepeque, June 1936 to August 1936   ",14.54416,-87.86305,"1350 m","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Comayagua","Siguatepeque","Near El Achote [Achiote] hills above plains of Siguatepeque, June 1936 to August 1936   ",14.54416,-87.86305,"1350 m","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Comayagua","Siguatepeque","Siguatepeque ",14.6,-87.83333,"3700 f","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Comayagua","","Meámbar   ",14.78916,-87.76638,"2000 f","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Comayagua","San Luis","San Luis ",14.74777,-87.40611,"4400 f","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Francisco Morazán","San Antonio de Oriente","Pine-oak woods near Hoya Grande [Joya Grande]. ",14.04111,-87.05583,"1500 m","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras (HN)","Francisco Morazán","Maraita","Cerros y quebradas ±8 km N de Maraita",13.904801,-87.047059,"1200","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Francisco Morazán","","Quebrada de Las Moras",13.91469722,-86.99416944,"750","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Francisco Morazán","","Quebrada de Las Moras",13.91469722,-86.99416944,"1300","Terrestrial"
"Habenaria clypeata","Habenaria","clypeata","Lindl.","Honduras","Atlántida","","Pico Bonito",15.61844444,-86.86211111,"1100","Terrestrial"
"Epidendrum cnemidophorum","Epidendrum","cnemidophorum","Lindl.","Honduras","Francisco Morazán","","Hoya Grande",14.13119444,-86.77998611,"1500","Epiphyte"
"Epidendrum cnemidophorum","Epidendrum","cnemidophorum","Lindl.","Honduras","Olancho","","La Muralla",15.09497222,-86.74855556,"1400","Epiphyte"
"Epidendrum cnemidophorum","Epidendrum","cnemidophorum","Lindl.","Honduras","Olancho","","La Chorrera",15.00148333,-85.92878611,"1800","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Olancho","","El Filo",14.97830556,-85.92308333,"1800","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Olancho","","Peak La Picucha",14.97141667,-85.87172222,"1700","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Ocotepeque","Sinuapa","Quebrada Tinasa, in pine forest area  between Sinuapa and La Providencia ",14.45666,-89.18611,"900 m","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Ocotepeque","","Quebrada Tinasa. Pine forest area between Sinuapa and La Providencia",14.506668,-88.801995,"900","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Lempira","Lepaera","Lepaera",14.77986111,-88.59172222,"800","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Lempira","Lepaera","5 km from Lepaera ",14.78333,-88.58333,"800 m","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Cortés","","Camino entre El Tapiquilar y Las Crucitas, 20 km S de San Antonio de Cortés, al pie de la montaña La Nieve, bosque húmedo subtropical   ",15.09666,-88.07472,"900-1000 m","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Santa Bárbara","","Northwest corner of Lake Yojoa, flowered in Palmar of Costa Rica in May 12, 1951.",14.911419,-88.044683,"600","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Cortés","San Pedro Sula","Finca Mary Lou",15.47949722,-88.04262778,"-9999","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Cortés","San Antonio de Cortés","",15.12396667,-88.03147778,"800","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Santa Bárbara","","Punta Gorda",14.97308611,-88.03131111,"630","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Cortés","Santa Cruz de Yojoa","In rain forest, nacimiento del Río Lindo near Lake Yojoa. ",14.98361,-88.02944,"300 - 630 m","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Santa Bárbara","","Lago de Yojoa, Punta Gorda. Limestone. Forest. ",14.88333,-88,"630 m","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Cortés","Santa Cruz de Yojoa","Lake Yojoa   ",14.86666,-87.98333,"2100 f","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 87 1932-8-22 ",14.79042778,-87.98219167,"","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Comayagua",""," Lake Yojoa J. B. Edwards 87 1932-8-22 ",14.79042778,-87.98219167,"","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras"," Cortés ","","",14.99796389,-87.89743333,"","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Comayagua","","",14.78849722,-87.73314722,"","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Comayagua","","",14.42806389,-87.62954722,"850","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Comayagua","","",14.42806389,-87.62954722,"850","Epiphyte"
"Jacquiniella cobanensis","Jacquiniella","cobanensis","(Ames & Schltr.) Dressler","Honduras","Comayagua","","",14.42806389,-87.62954722,"850","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Comayagua","","",14.75734444,-87.59313611,"","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Comayagua","","Montana La Choca, Cordillera Comayagua, cerca de Coyocutena.",14.524625,-87.547354,"1200","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) Lemée","Honduras","Comayagua","","Quebrada El Destiladero",14.312,-87.51949167,"750","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) Dressler","Honduras","Comayagua",""," Minas de Oro J. B. Edwards 138 1932-5-3 ",14.79071944,-87.37063611,"","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Comayagua","","",14.79071944,-87.37063611,"","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Cortés","","",14.96,-87,"","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Yoro","Yoro","Near Puente Grande, on a tributary of the Río Agua (Río Puente Grande). Broadleaf forest following river through montane pine forest.   ",15.2677778,-86.9947222,"750 m","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","El Paraíso","","A 26 km de El Zamorano camino a Yuscarán",13.969128,-86.86682,"900","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","El Paraíso","","A 26 km de El Zamorano camino a Yuscarán",13.969128,-86.86682,"900","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Atlántida","La Ceiba","On the mountain slopes and coastal plains, vicinity of La Ceiba, June-August 1938. On ridge back of Roma siding of S.F. [Standard Fruit] Co. Railroad, about 15 miles east of La Ceiba ",15.76277,-86.59305,"800 - 2000 ft","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","El Paraíso","","32 KM W of Danli",14.047507,-86.58962,"700","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","La Unión","Municipio La Unión: ca. 10 mi E of La Unión along road to Olanchito. Cliffs and rock outcrops on steep slope in pine forest with a well-developed herbaceous layer dominated by grasses and with broad-leaved forest along the quebradas. ",15.05,-86.58333,"1000 m","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","Juticalpa","",14.67016111,-86.24314444,"700","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","Santa María del Real","",14.8393,-85.97826944,"550","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","","Montaña Peña Blanca cerca de Quebrada Catacamas",14.897773,-85.873625,"","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras (HN)","Olancho","","A 13 km al SW de Culmi camino a Catacamas",14.912201,-85.702876,"480","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","Catacamas","7 km al NE de El Pastaste, o a 13 km al SW de Culmi, camino a Catacamas/Culmi. Selva mediana en arroyo   ",15.00916,-85.62722,"480 m","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","Catacamas","12 km SW of Dulce Nombre de Culmi along Highway 3; in shade of broad-leaf forest  along  bottom of small canyon.   ",15.00583,-85.62583,"450 m","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","Dulce Nombre de Culmi","",15.07523611,-85.55606667,"480","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Olancho","Dulce Nombre de Culmí","Arroyadas del Rio Wampu",15.25,-85.41666,"500 - 700 m","Epiphyte"
"Prosthechea cochleata","Prosthechea","cochleata","(L.) W.E.Higgins","Honduras","Gracias a Dios","","Pimienta",15.067575,-84.82973333,"80","Epiphyte"
